Order Id,Product Id,Product Name,Region,Country Code,Marketing Channel,Purchase Platform,Account Creation Method,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,User Id,Currency,Local Price
ORD1055106,PROD100,PS5, Europe ,Spain , online , eBay ,Email,5/24/2021,2021-04-28T16:36:07.962Z,5/27/2021,5/31/2021,,USER15215,USD,743.94
ORD1055107,PROD101,NintendoSwitch,Latin America,Chile ,in-store , Amazon,Email,4/22/2021,4/5/2021,2021-04-27T08:10:19.139Z,4/30/2021,,USER38484,USD,481.45
ORD1055108,PROD106, 1TB Storage ,Asia Pacific , Australia, in-store ,direct,Email,2019-11-20T15:46:28.278Z,11/8/2019,11/23/2019,,,USER22124,USD,171.76
ORD1055109,PROD106, external storage 1tb,Asia Pacific, Singapore, Mobile App, walmart,Email,1/11/2024,2023-12-26T11:33:23.835Z,1/14/2024,1/18/2024,,USER45032,USD,110.36
ORD1055110,PROD100, Play Station 5, Asia Pacific , Japan ,mobile app ,shopify,Social,3/13/2024,2024-03-13T07:26:30.814Z,3/19/2024,3/25/2024,,USER24920,USD,543.97
ORD1055111,PROD102,Microsoft Xbox Series X, Asia Pacific,Singapore, mobile app ,Shopify ,Social,4/9/2019,3/30/2019,4/13/2019,4/17/2019,,USER06598,USD,
ORD1055112,PROD105,Gaming Mouse, Latin America , Brazil , in-store ,walmart ,Email,11/22/2019,11/4/2019,11/23/2019,11/26/2019,,USER40063,USD,99.06
ORD1055113,PROD106,external storage 1tb,Europe, Spain, online,ebay,Email,8/20/2019,7/27/2019,2019-08-23T14:47:47.968Z,8/28/2019,,USER18719,USD,103.5
ORD1055114,PROD104, Logitech Headset,North America, United States , Mobile App ,shopify,Social,10/6/2022,2022-09-19T00:47:49.517Z,10/9/2022,10/12/2022,,USER08583,USD,103.72
,PROD104,Gaming Headset , North America ,MX ,online ,Walmart ,Email,1/19/2020,1/18/2020,1/24/2020,1/28/2020,,,USD,126.53
ORD1055116,PROD106,External Storage 1TB, Europe,FR , mobile app,eBay,Email,2022-08-14T23:23:54.772Z,2022-07-16T23:23:54.772Z,8/16/2022,8/20/2022,,USER16101,USD,129.73
ORD1055117,PROD107, 27in 4K gaming monitor ,Asia Pacific , South Korea, in-store ,Walmart,,5/20/2023,4/21/2023,5/24/2023,5/29/2023,,USER21944,USD,438.8
ORD1055118,PROD106,1TB Storage,Asia Pacific ,KR,Partner ,Amazon ,,5/15/2019,5/8/2019,2019-05-20T00:26:10.912Z,5/26/2019,,USER42417,USD,92.25
ORD1055119,PROD104,Logitech Gaming Headset, Europe , FR ,In-Store ,shopify,Email,9/24/2024,2024-09-12T00:41:43.748Z,9/29/2024,10/3/2024,,USER24784,USD,112.03
ORD1055120,PROD102, Microsoft Xbox Series X , Middle East,Saudi Arabia, Online ,Walmart ,Social,2/12/2025,2/4/2025,2/13/2025,2/16/2025,,USER01697,USD,611.68
ORD1055121,PROD107, 27in 4K gaming monitor, Asia Pacific ,Singapore, Partner , shopify,Social,3/19/2020,2/27/2020,3/26/2020,3/31/2020,,USER12655,USD,600.56
ORD1055122,PROD101, NintendoSwitch,Asia Pacific,South Korea,Online,direct,Email,5/10/2021,5/3/2021,5/14/2021,5/17/2021,,USER23478,USD,448.12
ORD1055123,PROD105,Dell Gaming Mouse, Middle East,Saudi Arabia, Online,Shopify,Email,9/14/2024,9/1/2024,9/20/2024,9/26/2024,,USER29236,USD,89.35
ORD1055124,PROD101,Switch , Middle East ,SA, partner,Direct ,,11/3/2021,10/10/2021,11/7/2021,11/10/2021,,USER36749,USD,849.49
ORD1055125,PROD100,Playstation 5,Europe, United Kingdom, Mobile App , Walmart ,Social,4/24/2023,4/19/2023,2023-04-25T00:24:47.102Z,4/29/2023,,USER37404,USD,492.2
ORD1055126,PROD107,27in 4K gaming monitor,Asia Pacific ,South Korea, online ,shopify,,10/29/2023,2023-10-12T09:02:26.335Z,11/3/2023,2023-11-07T09:02:26.335Z,,USER49034,USD,397.15
ORD1055127,PROD101,NINTENDO SWITCH ,Middle East,SA, In-Store ,eBay,Email,12/31/2024,12/19/2024,1/3/2025,1/6/2025,,USER26167,USD,611.8
ORD1055128,PROD101,Switch ,Middle East, Israel , partner,shopify,Social,11/26/2023,,2023-11-29T09:24:02.077Z,12/4/2023,,USER26187,USD,635.36
ORD1055129,PROD106,external storage 1tb , Europe ,UK, mobile app , eBay ,Email,8/22/2019,8/13/2019,8/23/2019,8/28/2019,,USER26126,USD,104.5
ORD1055130,PROD104, Logitech Headset, Middle East,Saudi Arabia , partner , Direct ,Social,5/2/2020,4/13/2020,5/8/2020,5/13/2020,,USER17088,USD,99.78
ORD1055131,PROD104,logitech gaming headset ,Asia Pacific,AU,partner, direct,Social,10/1/2023,,10/7/2023,10/10/2023,,USER02624,USD,90.64
ORD1055132,PROD106,External Storage , Europe, Italy ,in-store , eBay,Email,5/27/2019,5/12/2019,5/30/2019,2019-06-04T05:49:39.935Z,,USER23302,USD,87.66
ORD1055133,PROD101, NINTENDO SWITCH,Latin America,AR ,In-Store,walmart,Email,1/11/2025,12/30/2024,1/16/2025,1/21/2025,,USER02738,USD,394.66
ORD1055134,PROD100, PlayStation 5 ,Asia Pacific ,AU,online, Amazon,Social,6/24/2024,6/18/2024,6/28/2024,2024-07-02T05:13:48.057Z,,USER20155,USD,472.63
ORD1055135,PROD100, PlayStation 5 ,Asia Pacific,Australia, online,Amazon ,,6/30/2021,6/21/2021,7/5/2021,7/9/2021,,USER12588,USD,651.27
ORD1055136,PROD107, 4K Gaming Monitor ,Europe ,Germany, In-Store ,Direct,Email,2022-02-08T07:24:01.953Z,1/25/2022,2/14/2022,2022-02-20T07:24:01.953Z,,USER21873,USD,466.63
ORD1055137,PROD103,DELL Gaming Laptop,Asia Pacific ,South Korea , mobile app ,Walmart,Email,6/19/2020,6/10/2020,6/26/2020,6/28/2020,,USER25548,USD,1434.37
ORD1055138,PROD107," 27"" 4K monitor", Asia Pacific ,Singapore ,mobile app, eBay ,Email,1/12/2025,1/12/2025,1/14/2025,1/16/2025,,USER04902,USD,526.96
ORD1055139,PROD102, Xbox SeriesX , Middle East ,Israel, partner,walmart ,Email,12/24/2021,12/22/2021,2021-12-27T08:58:39.234Z,12/29/2021,,USER17347,USD,1553.76
ORD1055140,PROD101, Nintendo switch,Latin America, Argentina, partner ,amazon,Email,8/8/2023,7/27/2023,8/13/2023,2023-08-19T10:18:34.287Z,,USER49806,USD,447.97
ORD1055141,PROD106,External Storage,Asia Pacific , Singapore ,in-store, amazon,,8/8/2023,7/31/2023,8/15/2023,8/17/2023,,USER10250,USD,127.31
ORD1055142,PROD104,Gaming Headset , Asia Pacific , Australia, partner,ebay,Email,3/31/2021,3/29/2021,4/3/2021,4/8/2021,,USER12424,USD,128.27
ORD1055143,PROD106,External Storage 1TB,Middle East ,Israel,in-store, Walmart ,Email,2019-05-07T18:41:55.339Z,2019-04-22T18:41:55.339Z,2019-05-12T18:41:55.339Z,5/16/2019,6/15/2019,USER36986,USD,105.9
ORD1055144,, Nintendo Switch,Middle East ,IL,in-store,amazon ,Social,12/12/2022,11/21/2022,12/19/2022,12/21/2022,,USER46309,USD,703.12
ORD1055145,PROD105,DELL Gaming Mouse ,Asia Pacific ,AU ,online,Direct,Social,6/12/2020,5/15/2020,6/13/2020,6/16/2020,,USER24581,USD,62.91
ORD1055146,PROD104, logitech gaming headset,Middle East , IL , Mobile App ,Walmart ,Social,8/25/2020,2020-08-16T16:36:05.330Z,8/28/2020,8/30/2020,,USER20473,USD,155.51
ORD1055147,PROD106, External Storage ,Middle East, SA, In-Store , eBay ,Email,8/9/2023,7/14/2023,8/14/2023,2023-08-19T23:34:53.841Z,2023-09-02T19:06:24.917Z,USER12369,USD,125.63
ORD1055148,PROD100,PS5,North America, United States,in-store, ebay,Email,6/22/2022,2022-06-22T09:27:01.098Z,2022-06-25T09:27:01.098Z,6/29/2022,,USER16965,USD,535.39
ORD1055149,PROD104, logitech gaming headset ,North America, MX,Mobile App, ebay ,Social,1/15/2025,1/1/2025,1/22/2025,1/26/2025,2025-02-21T07:41:31.557Z,USER32325,USD,
ORD1055150,PROD104, Logitech Headset,Asia Pacific, Australia, Partner , Direct,Social,4/5/2024,3/7/2024,2024-04-12T11:24:21.573Z,4/17/2024,,USER13428,USD,79.86
ORD1055151,PROD105, Gaming Mouse, Europe, Germany , partner ,eBay ,Social,8/3/2020,2020-07-31T14:14:49.989Z,8/9/2020,8/11/2020,,USER20510,USD,
ORD1055152,PROD107,27in 4K Gaming Monitor ,Asia Pacific, South Korea,mobile app,eBay ,Social,1/15/2021,12/29/2020,1/19/2021,1/25/2021,,USER22493,USD,620.17
ORD1055153,PROD105,Dell Mouse ,,MX, Partner ,shopify,Social,12/10/2019,,12/11/2019,12/15/2019,,USER22420,USD,81.16
ORD1055154,PROD106,external storage 1tb,Middle East , Saudi Arabia ,in-store, Direct ,Social,1/24/2019,1/20/2019,1/25/2019,1/31/2019,,USER28284,USD,97.86
ORD1055154,PROD106,external storage 1tb,Middle East , Saudi Arabia ,in-store, Direct ,Social,1/24/2019,1/20/2019,1/25/2019,1/31/2019,,USER28284,USD,97.86
ORD1055156,PROD107,27in 4K Gaming Monitor , Asia Pacific , Australia,Mobile App , ebay,Social,10/25/2022,10/18/2022,10/31/2022,11/4/2022,,USER17206,USD,526.37
ORD1055157,PROD102,Xbox Series X,Asia Pacific,Japan ,partner,Direct ,Email,2020-12-25T00:04:39.971Z,12/10/2020,12/29/2020,12/31/2020,,USER08811,USD,1314.72
ORD1055158,PROD106, 1TB Storage ,, BR ,Online ,amazon,Social,7/18/2024,6/19/2024,7/22/2024,7/24/2024,,USER44866,USD,77.83
ORD1055159,PROD105,Gaming Mouse,Europe ,Spain, In-Store,Shopify,Social,7/30/2022,7/19/2022,8/5/2022,8/9/2022,,USER47811,USD,40.36
ORD1055160,PROD106, External Storage,Europe,United Kingdom ,in-store, eBay,Social,10/13/2024,10/7/2024,10/15/2024,10/17/2024,,USER16808,USD,109.18
ORD1055161,PROD105,Dell Gaming Mouse ,Middle East ,Israel , Online,eBay,Social,6/3/2021,5/16/2021,6/6/2021,2021-06-10T05:18:27.222Z,,USER11438,USD,59.36
ORD1055162,PROD102,XBOX SERIES X,Middle East ,Saudi Arabia , partner, walmart ,Email,5/19/2019,,5/21/2019,,,USER42585,USD,556.92
ORD1055162,PROD102,XBOX SERIES X,Middle East ,Saudi Arabia , partner, walmart ,Email,5/19/2019,,5/21/2019,,,USER42585,USD,556.92
ORD1055164,PROD102,Xbox SeriesX ,Asia Pacific,KR,Partner, ebay,Email,6/12/2024,6/7/2024,6/16/2024,2024-06-21T23:35:37.495Z,,USER00695,USD,458.3
ORD1055165,PROD105, DELL Gaming Mouse, Middle East,UAE, Online ,eBay,,5/22/2021,5/21/2021,5/29/2021,6/1/2021,,USER34262,USD,84.51
ORD1055166,PROD106,External Storage ,Latin America ,Chile,Partner,eBay,,9/22/2019,9/20/2019,9/23/2019,,,USER01345,USD,116.22
ORD1055167,PROD106,External Storage,Asia Pacific ,AU , Online ,Amazon ,Social,7/19/2023,7/12/2023,7/24/2023,7/27/2023,,USER01761,USD,75.06
ORD1055168,PROD107,4K Gaming Monitor ,North America , Canada ,Partner,shopify,Social,7/31/2021,2021-07-29T21:30:42.607Z,8/7/2021,8/9/2021,,USER38013,USD,99999
ORD1055169,PROD104, Logitech Gaming Headset ,Latin America,CL , Partner ,walmart ,Email,5/20/2021,5/17/2021,5/26/2021,5/30/2021,,USER00081,USD,125.39
ORD1055170,PROD103, Dell Gaming Laptop , Latin America, CL,in-store ,Amazon,,2020-03-08T22:23:04.840Z,2020-02-12T22:23:04.840Z,3/10/2020,3/15/2020,,USER07187,USD,1879.14
ORD1055171,PROD103,DELL Gaming Laptop , North America ,CA ,mobile app, walmart ,Social,,2020-03-01T15:18:59.758Z,3/25/2020,3/27/2020,,USER13799,USD,1803.19
ORD1055172,PROD106, external storage 1tb ,North America, Mexico , Partner,Walmart,Email,7/24/2022,6/26/2022,7/30/2022,8/3/2022,,USER37924,USD,110.06
ORD1055173,PROD102,Xbox SeriesX,Middle East ,Israel,Mobile App ,ebay,,2020-08-08T04:15:46.844Z,2020-07-27T04:15:46.844Z,8/9/2020,2020-08-13T04:15:46.844Z,,USER09630,USD,893.93
ORD1055174,,NintendoSwitch,North America ,CA, Partner , walmart,Social,2022-11-22T21:35:09.300Z,10/30/2022,11/24/2022,,,USER36390,USD,686.36
ORD1055175,PROD105,Gaming Mouse, Europe ,France ,partner,amazon,Social,11/17/2021,11/14/2021,2021-11-21T05:19:36.148Z,,,USER25024,USD,147.48
ORD1055176,PROD104,Gaming Headset ,North America ,US, in-store,Direct,Social,12/13/2023,2023-12-07T06:57:12.334Z,12/18/2023,12/23/2023,,USER34919,usd,167.84
ORD1055177,PROD105, Dell Gaming Mouse,Europe ,DE,Partner ,Amazon,Email,8/28/2019,2019-08-13T19:16:00.841Z,8/31/2019,9/4/2019,,USER27700,USD,58.64
ORD1055178,PROD103, Dell Laptop ,Latin America ,CL, Online ,amazon,Email,5/8/2021,4/27/2021,5/15/2021,5/20/2021,,USER02551,USD,2019.49
ORD1055179,PROD105,Dell Gaming Mouse, Middle East ,Israel , In-Store, direct ,Email,4/8/2024,4/1/2024,4/10/2024,4/15/2024,,USER02394,USD,62.41
ORD1055180,PROD107," 27"" 4K monitor", Asia Pacific ,Australia, In-Store ,Shopify ,Email,11/24/2023,11/1/2023,2023-12-01T06:35:37.242Z,12/4/2023,,USER18381,USD,841.21
ORD1055181,PROD104, Gaming Headset ,Asia Pacific ,Australia,Online ,Amazon ,Social,11/13/2020,10/25/2020,11/19/2020,11/21/2020,,,USD,228.73
ORD1055182,PROD101,Switch,Middle East, UAE , in-store , direct,Email,5/28/2021,5/22/2021,,6/3/2021,,USER39770,USD,444.55
ORD1055183,PROD106, External Storage , Europe , UK , mobile app, Walmart ,Social,11/2/2023,2023-10-05T07:15:21.621Z,11/6/2023,11/11/2023,,USER36819,USD,162.06
ORD1055184,PROD107,4K Gaming Monitor ,Europe ,DE,partner, ebay,Social,2019-08-04T17:23:45.076Z,7/23/2019,8/7/2019,8/13/2019,,USER13055,USD,491.06
ORD1055185,PROD101,NINTENDO SWITCH ,North America,United States,online,Amazon,Email,,,8/2/2023,8/5/2023,,USER36441,USD,267.54
ORD1055186,PROD102, XBOX SERIES X,North America,US,in-store, Walmart,Social,2/8/2021,2/6/2021,2/13/2021,2021-02-15T19:19:25.764Z,,USER09842,USD,774.53
ORD1055187,PROD100,PlayStation 5,,United Kingdom, Online , direct,Social,4/2/2024,3/9/2024,4/4/2024,4/9/2024,,USER36571,USD,610.36
ORD1055188,PROD107,"27"" 4K monitor", Europe,United Kingdom,partner , direct ,Email,10/6/2024,9/26/2024,2024-10-10T07:12:45.656Z,2024-10-15T07:12:45.656Z,,USER46171,USD,425.36
ORD1055189,PROD105, DELL Gaming Mouse ,Latin America ,CL, Mobile App ,Shopify,Social,1/26/2021,12/31/2020,1/28/2021,2021-01-29T22:34:41.005Z,,USER40666,USD,74.63
ORD1055190,PROD107, 27in 4K gaming monitor,Latin America,CL,partner, direct,Email,2023-08-15T10:19:12.612Z,7/30/2023,2023-08-20T10:19:12.612Z,2023-08-22T10:19:12.612Z,,USER40290,USD,613.37
ORD1055191,PROD101,Nintendo Switch,Asia Pacific,South Korea, In-Store ,Shopify,,2020-09-29T02:37:20.694Z,9/19/2020,2020-09-30T02:37:20.694Z,10/3/2020,,USER43559,USD,505.01
ORD1055192,PROD101,NINTENDO SWITCH,Middle East ,UAE,in-store, Direct ,Email,11/4/2020,10/24/2020,2020-11-08T04:59:29.488Z,2020-11-14T04:59:29.488Z,,USER07214,USD,742.51
ORD1055193,PROD102, Xbox SeriesX , Latin America,Chile,Mobile App ,Walmart,,11/30/2022,2022-11-11T22:53:03.462Z,12/1/2022,12/6/2022,,USER36957,USD,1195.89
ORD1055194,PROD107,"27"" 4K monitor",Latin America, Chile , In-Store ,direct,Email,1/5/2020,1/1/2020,,1/14/2020,,USER44985,USD,580.13
ORD1055195,PROD102,Microsoft Xbox Series X, Asia Pacific ,South Korea, Partner , amazon,Email,10/20/2020,9/30/2020,10/26/2020,10/28/2020,,USER23458,USD,669.73
ORD1055196,PROD105, Dell Mouse ,Asia Pacific,Australia,partner,eBay,Email,8/17/2022,7/24/2022,8/24/2022,8/29/2022,,USER21320,USD,76.01
ORD1055197,PROD100,Playstation 5,Europe, DE , online ,direct ,,5/23/2022,5/3/2022,5/30/2022,2022-06-03T12:17:30.406Z,,USER40834,USD,698.32
ORD1055198,PROD105,DELL Gaming Mouse,Middle East ,Saudi Arabia,partner ,ebay ,,2020-10-28T11:01:24.023Z,10/8/2020,11/2/2020,11/5/2020,,USER35710,USD,72.66
ORD1055199,PROD107,"27"" 4K monitor", Middle East , Saudi Arabia , Mobile App,amazon,,9/14/2022,2022-09-05T17:22:11.468Z,9/19/2022,9/24/2022,,USER38034,USD,710.68
ORD1055200,PROD104,Logitech Headset ,Latin America ,BR ,Partner, Walmart ,Social,10/27/2024,10/11/2024,2024-10-30T02:19:30.538Z,11/1/2024,,USER19734,USD,84.91
ORD1055201,PROD104,Logitech Headset,Middle East, Saudi Arabia ,online,amazon ,Social,2022-05-26T06:34:39.456Z,5/25/2022,6/2/2022,6/6/2022,,USER38254,USD,105.95
ORD1055202,PROD106, External Storage 1TB,Middle East , IL,Partner, Shopify,Social,12/25/2021,2021-12-05T09:02:58.317Z,12/30/2021,1/4/2022,,USER10670,USD,252.91
ORD1055203,PROD102, Xbox SeriesX ,Europe, United Kingdom ,In-Store ,Shopify,Email,9/25/2020,9/3/2020,10/2/2020,10/6/2020,,USER25991,USD,908.22
ORD1055204,PROD102,XBOX SERIES X ,Middle East,Israel ,mobile app,ebay ,Email,1/21/2024,1/4/2024,1/27/2024,2024-01-31T00:27:22.415Z,,USER10532,USD,530.32
ORD1055205,PROD106, External Storage 1TB ,Asia Pacific,South Korea, Mobile App , eBay,Email,10/11/2023,9/28/2023,10/12/2023,2023-10-15T19:50:10.269Z,,USER34294,USD,90.21
ORD1055206,PROD106, External Storage , Middle East ,IL ,online,Direct ,Email,7/25/2023,7/25/2023,7/26/2023,8/1/2023,,USER41433,USD,89.39
ORD1055207,PROD103,Dell Laptop,Middle East,SA,mobile app, ebay ,Email,10/9/2023,9/10/2023,10/15/2023,10/21/2023,,USER38514,USD,1439.97
ORD1055208,,Logitech Gaming Headset,Latin America,Argentina ,partner,walmart ,,4/4/2019,3/16/2019,4/6/2019,,,USER25035,USD,69.04
ORD1055209,PROD105, DELL Gaming Mouse,North America, United States, In-Store ,eBay,Social,10/21/2023,9/27/2023,10/28/2023,10/30/2023,,USER38775,USD,57.55
ORD1055210,PROD101, Nintendo switch,Latin America,BR ,In-Store, ebay ,Social,2021-10-07T12:46:56.577Z,10/6/2021,10/12/2021,,,USER19206,US,515.51
ORD1055211,PROD105, DELL Gaming Mouse,Europe,United Kingdom ,online, ebay ,Email,4/17/2021,4/12/2021,4/22/2021,4/27/2021,,USER49027,USD,72.77
ORD1055212,PROD104,logitech gaming headset,Europe,France, mobile app,eBay,Social,2/10/2025,1/24/2025,2/11/2025,2/13/2025,,USER25743,USD,112.92
ORD1055213,PROD107, 27in 4K Gaming Monitor,Latin America,Brazil,Partner,Shopify,,10/5/2024,9/10/2024,10/10/2024,2024-10-15T14:25:15.220Z,,USER35576,USD,434.95
ORD1055214,PROD105, Dell Mouse ,Latin America, Chile ,in-store,eBay ,Email,3/13/2023,2/24/2023,3/14/2023,3/18/2023,,USER48832,USD,59.22
ORD1055215,PROD102,Microsoft Xbox Series X, North America ,United States ,In-Store , ebay ,Social,12/12/2022,,12/18/2022,12/22/2022,,USER12649,USD,1317.66
ORD1055216,PROD103,DELL Gaming Laptop,Europe ,IT,Online , Shopify,Email,7/24/2019,2019-07-18T23:43:10.097Z,7/29/2019,2019-07-30T23:43:10.097Z,,USER06772,USD,1057.76
ORD1055217,PROD107,27in 4K gaming monitor,Europe ,United Kingdom,Partner,Walmart ,Email,4/1/2021,3/17/2021,4/6/2021,4/11/2021,,USER03889,USD,672.1
ORD1055218,PROD107,4K Gaming Monitor ,North America, MX ,In-Store,walmart ,Email,8/6/2019,7/26/2019,8/13/2019,,,USER47610,USD,562.2
ORD1055219,PROD105, DELL Gaming Mouse,Middle East,IL,Mobile App ,amazon,Social,11/17/2020,10/31/2020,11/23/2020,11/26/2020,,USER46682,USD,-139.39
ORD1055220,PROD103,Dell Laptop ,North America,US,partner, Shopify ,Email,2/12/2021,1/30/2021,,2/23/2021,,USER41707,USD,2278.08
ORD1055221,PROD107,27in 4K Gaming Monitor, Asia Pacific, Singapore ,mobile app,walmart,,9/24/2022,,9/27/2022,10/1/2022,,USER39582,USD,721.35
ORD1055222,PROD105, Gaming Mouse,Latin America,CL, in-store ,amazon ,Social,7/30/2023,7/29/2023,8/3/2023,8/7/2023,8/20/2023,USER47729,USD,42.77
ORD1055223,PROD102,XboxSeriesX, Asia Pacific ,SG ,in-store,ebay ,Email,1/15/2023,1/1/2023,1/19/2023,1/23/2023,,USER49843,USD,578.66
ORD1055224,PROD103,Dell Gaming Laptop , Latin America,Argentina , partner ,eBay,Social,5/7/2024,4/8/2024,5/12/2024,5/14/2024,,USER33708,USD,1554.34
ORD1055225,PROD101, Switch,Europe, DE ,Partner,direct ,Email,11/5/2020,2020-10-11T22:24:55.010Z,2020-11-07T22:24:55.010Z,11/12/2020,,USER36640,USD,712.61
ORD1055226,PROD102,XBOX SERIES X,North America ,USA, Online,direct,Email,8/8/2021,7/19/2021,2021-08-14T18:43:16.963Z,8/17/2021,,USER49952,USD,1034.14
ORD1055227,PROD102,Xbox Series X,North America,Canada, Partner , direct,Email,8/18/2023,8/5/2023,2023-08-17T16:37:50.237Z,2023-08-24T16:37:50.237Z,,,USD,703.76
ORD1055228,PROD107,27in 4K Gaming Monitor , Europe,UK,mobile app,Walmart,,9/22/2019,9/17/2019,9/28/2019,9/30/2019,,USER02598,USD,466.05
ORD1055229,PROD105,DELL Gaming Mouse , Latin America,BR,Partner,eBay,Social,1/29/2021,1/26/2021,2021-01-30T08:57:19.719Z,2021-02-01T08:57:19.719Z,,USER37684,USD,83.95
ORD1055230,PROD102,XboxSeriesX , Europe, Italy,Mobile App,Shopify ,Email,2019-08-01T20:48:09.428Z,2019-07-03T20:48:09.428Z,,8/11/2019,,USER19451,USD,667.86
,PROD100,Play Station 5, North America,USA,online,amazon ,Social,2/7/2025,1/19/2025,2/8/2025,2/10/2025,,USER07398,USD,609.53
ORD1055232,PROD100,PS5 ,,AR ,In-Store ,walmart ,Email,3/27/2022,2022-03-16T10:10:42.332Z,2022-03-29T10:10:42.332Z,4/1/2022,,USER27371,USD,698.6
ORD1055233,PROD102,Xbox SeriesX, Asia Pacific, Australia, online , eBay ,Social,11/4/2023,2023-11-04T06:29:45.013Z,11/6/2023,11/9/2023,,USER10708,USD,1050.34
ORD1055234,PROD104,Logitech Gaming Headset, North America, Mexico, Partner, Direct,Email,9/27/2019,9/5/2019,9/30/2019,10/5/2019,,USER37918,USD,111.17
ORD1055235,PROD107, 27in 4K gaming monitor, Middle East, UAE ,Mobile App,direct ,,2019-06-15T02:53:11.033Z,6/4/2019,6/17/2019,6/19/2019,,USER28676,USD,355.78
ORD1055236,PROD105,Dell Gaming Mouse,Europe, FR, Mobile App,eBay,Social,6/22/2022,6/18/2022,2022-06-28T15:11:53.853Z,7/3/2022,,USER26306,USD,42.13
ORD1055237,PROD105,DELL Gaming Mouse , North America, US , online ,ebay,Social,2021-04-19T04:05:26.351Z,4/6/2021,2021-04-22T04:05:26.351Z,4/27/2021,,USER30127,USD,84.01
ORD1055238,PROD101, Nintendo Switch,Latin America, AR ,In-Store,direct,Email,12/14/2021,12/5/2021,12/16/2021,2021-12-19T16:46:12.870Z,,USER12702,USD,899.42
ORD1055239,PROD103,DELL Gaming Laptop ,North America,USA ,online,Shopify ,Social,3/7/2022,2022-02-10T06:57:33.893Z,3/11/2022,3/13/2022,,USER08841,USD,1752.04
ORD1055240,PROD102, XboxSeriesX ,North America , Mexico,mobile app, ebay,Email,9/13/2024,8/28/2024,9/14/2024,9/20/2024,10/12/2024,USER29109,USD,746.24
ORD1055241,PROD102,Microsoft Xbox Series X,, MX , online , direct,,2019-04-17T02:04:18.986Z,4/5/2019,2019-04-18T02:04:18.986Z,4/22/2019,,USER03665,USD,491.97
ORD1055242,PROD104,Gaming Headset, Europe,Germany, in-store,ebay,Social,1/26/2022,12/29/2021,2022-01-28T02:43:03.509Z,1/30/2022,,USER34968,USD,91.22
ORD1055243,PROD103, Dell gaming laptop , Asia Pacific ,South Korea , Online , Amazon ,Social,,8/31/2024,9/7/2024,9/13/2024,,USER01109,USD,1760.5
ORD1055244,PROD103, Dell Gaming Laptop,Latin America,AR, in-store,Walmart,Social,2023-05-16T19:33:51.768Z,5/4/2023,2023-05-21T19:33:51.768Z,5/24/2023,,USER26337,USD,1378.36
ORD1055245,PROD103,Dell Laptop, Middle East,Israel ,mobile app , Amazon ,Social,7/2/2023,6/11/2023,7/7/2023,7/10/2023,,USER13770,USD,1201.67
ORD1055245,PROD103,Dell Laptop, Middle East,Israel ,mobile app , Amazon ,Social,7/2/2023,6/11/2023,7/7/2023,7/10/2023,,USER13770,USD,1201.67
ORD1055247,PROD101,NINTENDO SWITCH,Middle East ,IL,Partner, eBay,Social,2019-12-20T23:38:47.781Z,2019-11-22T23:38:47.781Z,12/26/2019,1/1/2020,,USER44317,USD,500.48
ORD1055248,PROD104,Gaming Headset,,Saudi Arabia,Online ,Walmart,Email,5/8/2023,5/7/2023,2023-05-12T14:45:21.178Z,5/16/2023,,USER42601,USD,74
ORD1055249,PROD107,"27"" 4K monitor ", Middle East, UAE, in-store ,Walmart,Email,3/4/2021,2/11/2021,2021-03-05T12:11:21.711Z,3/11/2021,,USER13711,USD,611.47
ORD1055250,PROD106, External Storage ,Middle East, Israel,online, Shopify,Email,7/5/2020,2020-06-14T23:32:01.141Z,7/9/2020,2020-07-10T23:32:01.141Z,,USER37645,USD,119.29
ORD1055251,PROD101,Nintendo Switch, Middle East,IL , Mobile App ,ebay ,Social,7/3/2023,6/26/2023,2023-07-07T09:32:47.441Z,7/11/2023,,USER30590,USD,259.38
ORD1055252,PROD103, Dell Laptop,Middle East ,IL ,in-store,direct,Social,1/2/2022,2021-12-11T14:26:39.785Z,1/3/2022,1/5/2022,,USER00448,USD,1547.25
ORD1055253,PROD107,27in 4K gaming monitor,Europe, UK , Partner ,ebay,Email,8/29/2019,2019-08-01T00:07:47.435Z,8/31/2019,9/2/2019,,USER23454,USD,491.79
ORD1055254,PROD102,Xbox SeriesX ,North America,MX, Mobile App,eBay,,11/26/2019,11/21/2019,11/29/2019,12/1/2019,,USER46512,USD,941.4
ORD1055255,PROD105,DELL Gaming Mouse,Latin America ,BR, mobile app , amazon,Social,1/11/2025,1/9/2025,1/13/2025,,,USER20338,USD,63.71
ORD1055256,PROD101, Switch ,, South Korea,Online ,amazon,Social,8/20/2021,8/14/2021,8/26/2021,9/1/2021,,USER15002,USD,655.98
ORD1055257,PROD106, External Storage,Asia Pacific,KR , In-Store , shopify,,12/9/2022,11/24/2022,12/13/2022,12/15/2022,,USER30209,USD,222.93
ORD1055258,PROD104, Gaming Headset ,Latin America ,Chile , Mobile App,Amazon ,Social,11/17/2024,11/9/2024,2024-11-24T00:48:30.555Z,11/28/2024,,USER26113,USD,163.02
ORD1055259,PROD105,Gaming Mouse,North America, US ,Partner,Walmart,Email,4/7/2019,4/4/2019,4/14/2019,4/17/2019,,USER45982,USD,50.38
