Order Id,Product Id,Product Name,Region,Country Code,Marketing Channel,Purchase Platform,Account Creation Method,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,User Id,Currency,Local Price,Price_Flag,Purchase_Year,Purchase_Month,Purchase_Quarter,Year_Month,Delivery_Days,Is_Refunded
ORD1038655,PROD107,27in 4K Gaming Monitor,Middle East,Saudi Arabia,Online,Shopify,Social,3/17/2024,3/8/2024,3/13/2024,3/28/2024,,USER20733,USD,460.37,,2024.0,3.0,1.0,2024-03,15.0,0
ORD1038657,PROD103,Dell Gaming Laptop,Europe,Spain,Mobile App,Walmart,Email,8/22/2023,8/15/2023,8/29/2023,9/2/2023,,USER20535,USD,1965.57,,2023.0,8.0,3.0,2023-08,4.0,0
ORD1038658,PROD100,PlayStation 5,North America,United States,In-Store,Amazon,Email,10/3/2020,9/29/2020,10/10/2020,10/13/2020,,USER33282,USD,784.08,,2020.0,10.0,4.0,2020-10,3.0,0
ORD1038659,PROD107,27in 4K Gaming Monitor,Europe,Italy,Online,eBay,Unknown,6/3/2020,5/31/2020,6/8/2020,6/13/2020,,USER44754,USD,385.02,,2020.0,6.0,2.0,2020-06,5.0,0
ORD1038660,PROD103,Dell Gaming Laptop,Latin America,Chile,Partner,eBay,Unknown,4/16/2023,4/6/2023,4/20/2023,4/26/2023,,USER26502,USD,1564.57,,2023.0,4.0,2.0,2023-04,6.0,0
ORD1038662,PROD106,External Storage 1TB,Europe,United Kingdom,Partner,eBay,Email,6/15/2022,6/3/2022,6/16/2022,6/20/2022,,USER49205,USD,84.13,,2022.0,6.0,2.0,2022-06,4.0,0
ORD1038663,PROD107,27in 4K Gaming Monitor,Europe,Germany,Online,Walmart,Social,7/14/2024,6/21/2024,7/19/2024,,,USER32820,USD,395.47,,2024.0,7.0,3.0,2024-07,,0
ORD1038664,PROD102,Microsoft Xbox Series X,Middle East,Israel,Online,Walmart,Social,2/14/2019,1/29/2019,2/17/2019,2/22/2019,,USER32114,USD,473.86,,2019.0,2.0,1.0,2019-02,5.0,0
ORD1038665,PROD107,27in 4K Gaming Monitor,North America,United States,In-Store,Walmart,Social,6/6/2024,5/26/2024,6/7/2024,6/9/2024,,USER24001,USD,407.88,,2024.0,6.0,2.0,2024-06,2.0,0
ORD1038666,PROD106,External Storage 1TB,Europe,Spain,In-Store,Amazon,Email,6/17/2021,6/9/2021,6/20/2021,6/24/2021,,USER11359,USD,107.77,,2021.0,6.0,2.0,2021-06,4.0,0
ORD1038667,PROD107,27in 4K Gaming Monitor,Unknown,Argentina,Partner,eBay,Unknown,7/18/2020,6/26/2020,7/24/2020,7/26/2020,,USER31201,USD,505.14,,2020.0,7.0,3.0,2020-07,2.0,0
ORD1038668,PROD103,Dell Gaming Laptop,Middle East,UAE,Online,Shopify,Social,11/29/2022,11/12/2022,12/2/2022,,,USER10381,USD,3358.77,,2022.0,11.0,4.0,2022-11,,0
ORD1038669,PROD101,Nintendo Switch,Asia Pacific,Japan,Online,eBay,Social,5/21/2021,5/4/2021,5/28/2021,6/3/2021,,USER06134,USD,437.63,,2021.0,5.0,2.0,2021-05,6.0,0
ORD1038670,PROD104,Logitech Gaming Headset,North America,United States,Partner,Amazon,Social,9/12/2021,9/8/2021,9/18/2021,9/21/2021,,USER05049,USD,137.81,,2021.0,9.0,3.0,2021-09,3.0,0
ORD1038671,PROD107,27in 4K Gaming Monitor,Middle East,Israel,In-Store,Walmart,Email,1/27/2021,1/11/2021,2/1/2021,2/6/2021,,USER47008,USD,592.52,,2021.0,1.0,1.0,2021-01,5.0,0
ORD1038672,PROD105,Dell Gaming Mouse,North America,Mexico,Partner,Walmart,Social,1/11/2023,1/11/2023,1/14/2023,1/16/2023,,USER13968,USD,52.96,,2023.0,1.0,1.0,2023-01,2.0,0
ORD1038673,PROD102,Microsoft Xbox Series X,Middle East,Saudi Arabia,Mobile App,Walmart,Unknown,6/21/2022,6/21/2022,6/25/2022,7/1/2022,,USER02467,USD,555.57,,2022.0,6.0,2.0,2022-06,6.0,0
ORD1038674,PROD104,Logitech Gaming Headset,Europe,Italy,Partner,Amazon,Email,8/25/2022,8/9/2022,8/29/2022,9/1/2022,,USER14462,USD,119.51,,2022.0,8.0,3.0,2022-08,3.0,0
ORD1038675,PROD103,Dell Gaming Laptop,Asia Pacific,South Korea,Mobile App,Shopify,Unknown,4/10/2020,3/13/2020,4/13/2020,4/16/2020,,USER29585,USD,1782.45,,2020.0,4.0,2.0,2020-04,3.0,0
ORD1038676,PROD104,Logitech Gaming Headset,Middle East,Israel,In-Store,eBay,Social,10/13/2021,9/22/2021,10/17/2021,10/19/2021,,USER15534,USD,105.39,,2021.0,10.0,4.0,2021-10,2.0,0
ORD1038677,PROD105,Dell Gaming Mouse,Latin America,Chile,Online,Walmart,Social,3/14/2024,3/7/2024,3/19/2024,3/21/2024,4/17/2024,USER01218,USD,68.33,,2024.0,3.0,1.0,2024-03,2.0,1
ORD1038678,PROD101,Nintendo Switch,Asia Pacific,Japan,Partner,Direct,Email,6/21/2023,6/18/2023,6/23/2023,6/26/2023,,USER11014,USD,268.35,,2023.0,6.0,2.0,2023-06,3.0,0
ORD1038679,PROD100,PlayStation 5,North America,Canada,In-Store,Direct,Social,4/8/2024,3/31/2024,4/11/2024,4/16/2024,,USER31084,USD,618.56,,2024.0,4.0,2.0,2024-04,5.0,0
ORD1038680,PROD104,Logitech Gaming Headset,Europe,Spain,Online,Direct,Unknown,9/5/2019,8/13/2019,9/9/2019,9/12/2019,,USER42975,USD,92.85,,2019.0,9.0,3.0,2019-09,3.0,0
ORD1038683,PROD102,Microsoft Xbox Series X,Middle East,Israel,In-Store,Direct,Unknown,2/18/2024,1/25/2024,2/22/2024,2/24/2024,,578242738,USD,562.65,,2024.0,2.0,1.0,2024-02,2.0,0
ORD1038684,PROD105,Dell Gaming Mouse,Middle East,Israel,In-Store,Shopify,Social,7/23/2019,7/7/2019,7/30/2019,8/1/2019,,USER34674,USD,42.02,,2019.0,7.0,3.0,2019-07,2.0,0
ORD1038685,PROD102,Microsoft Xbox Series X,Middle East,Saudi Arabia,Mobile App,Amazon,Email,8/6/2024,7/15/2024,,8/11/2024,,USER30585,USD,772.1,,2024.0,8.0,3.0,2024-08,,0
ORD1038686,PROD107,27in 4K Gaming Monitor,Latin America,Argentina,Mobile App,Amazon,Social,6/10/2020,5/30/2020,6/16/2020,6/18/2020,,USER14102,USD,508.56,,2020.0,6.0,2.0,2020-06,2.0,0
ORD1038687,PROD107,27in 4K Gaming Monitor,Europe,France,Online,Direct,Email,10/17/2022,9/18/2022,10/18/2022,10/23/2022,,USER22978,USD,560.36,,2022.0,10.0,4.0,2022-10,5.0,0
ORD1038688,PROD102,Microsoft Xbox Series X,Latin America,Brazil,Mobile App,Direct,Social,6/9/2019,6/9/2019,6/10/2019,6/12/2019,,USER45987,USD,388.93,,2019.0,6.0,2.0,2019-06,2.0,0
ORD1038689,PROD106,External Storage 1TB,Latin America,Brazil,Partner,Shopify,Email,10/13/2024,10/12/2024,10/16/2024,10/21/2024,,USER21956,USD,100.03,,2024.0,10.0,4.0,2024-10,5.0,0
ORD1038690,PROD104,Logitech Gaming Headset,Asia Pacific,South Korea,Partner,Direct,Email,12/29/2021,12/12/2021,1/3/2022,1/8/2022,2/4/2022,USER42049,USD,252.2,,2021.0,12.0,4.0,2021-12,5.0,1
ORD1038692,PROD106,External Storage 1TB,Europe,France,Partner,Amazon,Social,10/7/2021,9/12/2021,10/14/2021,10/20/2021,,USER00033,USD,142.6,,2021.0,10.0,4.0,2021-10,6.0,0
ORD1038693,PROD107,27in 4K Gaming Monitor,Asia Pacific,Japan,Mobile App,Walmart,Email,1/14/2024,1/13/2024,1/21/2024,1/26/2024,,USER16473,USD,509.45,,2024.0,1.0,1.0,2024-01,5.0,0
ORD1038694,PROD103,Dell Gaming Laptop,Asia Pacific,Japan,Online,Walmart,Social,11/15/2019,10/28/2019,11/16/2019,11/20/2019,,USER15558,USD,2206.91,,2019.0,11.0,4.0,2019-11,4.0,0
ORD1038695,PROD103,Dell Gaming Laptop,North America,Mexico,Online,Amazon,Email,8/10/2022,7/24/2022,8/13/2022,8/19/2022,,USER35371,USD,1986.02,,2022.0,8.0,3.0,2022-08,6.0,0
3998718736,29732513,,Unknown,,,,Unknown,,,,,,735647179,USD,,,,,,NaT,,0
ORD1038697,PROD102,Microsoft Xbox Series X,Europe,Italy,Online,Direct,Email,5/23/2020,4/29/2020,5/25/2020,5/30/2020,,USER15759,USD,662.4,,2020.0,5.0,2.0,2020-05,5.0,0
ORD1038698,PROD104,Logitech Gaming Headset,Asia Pacific,Japan,Mobile App,Direct,Social,7/19/2022,7/15/2022,7/23/2022,7/26/2022,,USER17334,USD,76.43,,2022.0,7.0,3.0,2022-07,3.0,0
ORD1038699,PROD106,External Storage 1TB,Middle East,UAE,Partner,Amazon,Email,9/11/2019,9/8/2019,9/18/2019,9/21/2019,,USER19074,USD,107.85,,2019.0,9.0,3.0,2019-09,3.0,0
ORD1038700,PROD102,Microsoft Xbox Series X,Asia Pacific,South Korea,Online,Walmart,Email,7/10/2021,6/28/2021,7/12/2021,7/14/2021,,USER15313,USD,659.76,,2021.0,7.0,3.0,2021-07,2.0,0
ORD1038701,PROD104,Logitech Gaming Headset,North America,Canada,Mobile App,Direct,Social,8/14/2023,8/12/2023,8/16/2023,8/22/2023,,USER24264,USD,118.47,,2023.0,8.0,3.0,2023-08,6.0,0
ORD1038702,PROD100,PlayStation 5,North America,United States,Online,Direct,Email,1/29/2022,12/31/2021,2/2/2022,2/7/2022,,USER41775,USD,601.72,,2022.0,1.0,1.0,2022-01,5.0,0
ORD1038703,PROD104,Logitech Gaming Headset,Asia Pacific,Japan,In-Store,Amazon,Unknown,8/23/2020,8/12/2020,8/28/2020,8/31/2020,,USER19260,USD,129.76,,2020.0,8.0,3.0,2020-08,3.0,0
ORD1038704,PROD107,27in 4K Gaming Monitor,North America,Mexico,Partner,Walmart,Email,10/31/2019,10/22/2019,11/3/2019,11/7/2019,,USER40268,USD,395.07,,2019.0,10.0,4.0,2019-10,4.0,0
ORD1038705,PROD103,Dell Gaming Laptop,Asia Pacific,Australia,In-Store,Walmart,Social,10/13/2023,10/7/2023,10/16/2023,10/22/2023,,USER19272,USD,1378.39,,2023.0,10.0,4.0,2023-10,6.0,0
ORD1038706,PROD107,27in 4K Gaming Monitor,North America,United States,In-Store,eBay,Email,10/9/2022,10/5/2022,10/11/2022,10/15/2022,,USER23659,USD,584.04,,2022.0,10.0,4.0,2022-10,4.0,0
ORD1038707,PROD105,Dell Gaming Mouse,Middle East,UAE,Online,Shopify,Email,3/7/2022,3/3/2022,3/14/2022,3/18/2022,,USER04332,USD,60.73,,2022.0,3.0,1.0,2022-03,4.0,0
ORD1038708,PROD107,27in 4K Gaming Monitor,Middle East,Israel,Mobile App,eBay,Social,1/16/2025,12/27/2024,1/21/2025,1/27/2025,,USER21449,USD,470.0,,2025.0,1.0,1.0,2025-01,6.0,0
ORD1038709,PROD103,Dell Gaming Laptop,Latin America,Argentina,Partner,Walmart,Email,10/28/2024,10/8/2024,11/2/2024,11/8/2024,,USER07636,USD,1457.41,,2024.0,10.0,4.0,2024-10,6.0,0
ORD1038710,PROD103,Dell Gaming Laptop,Europe,Germany,Partner,eBay,Social,1/21/2019,1/18/2019,1/22/2019,1/28/2019,,USER17357,USD,1444.12,,2019.0,1.0,1.0,2019-01,6.0,0
ORD1038711,PROD103,Dell Gaming Laptop,Europe,Germany,In-Store,Shopify,Email,2/25/2019,2/13/2019,3/2/2019,,,USER33635,USD,1248.87,,2019.0,2.0,1.0,2019-02,,0
ORD1038712,PROD103,Dell Gaming Laptop,Latin America,Chile,Mobile App,eBay,Social,,12/7/2020,1/3/2021,1/5/2021,,USER21363,USD,2119.32,,,,,NaT,2.0,0
ORD1038713,PROD105,Dell Gaming Mouse,Europe,Spain,Partner,Amazon,Social,7/25/2021,6/28/2021,8/1/2021,8/7/2021,,USER36460,USD,60.5,,2021.0,7.0,3.0,2021-07,6.0,0
ORD1038714,PROD102,Microsoft Xbox Series X,Middle East,Saudi Arabia,Online,Shopify,Email,9/27/2020,8/31/2020,10/2/2020,10/7/2020,,USER27060,USD,1018.96,,2020.0,9.0,3.0,2020-09,5.0,0
ORD1038715,PROD103,Dell Gaming Laptop,Middle East,Israel,In-Store,Shopify,Social,8/22/2021,8/2/2021,8/25/2021,8/29/2021,,USER35770,USD,2855.61,,2021.0,8.0,3.0,2021-08,4.0,0
ORD1038716,PROD100,PlayStation 5,Latin America,Brazil,Online,Shopify,Email,5/8/2020,5/7/2020,5/15/2020,5/17/2020,,USER23166,USD,661.25,,2020.0,5.0,2.0,2020-05,2.0,0
ORD1038717,PROD100,PlayStation 5,Asia Pacific,Japan,Partner,Shopify,Social,4/28/2021,4/22/2021,5/1/2021,5/7/2021,,USER24846,USD,862.33,,2021.0,4.0,2.0,2021-04,6.0,0
ORD1038718,PROD107,27in 4K Gaming Monitor,Asia Pacific,Japan,In-Store,Walmart,Social,1/18/2025,1/12/2025,1/21/2025,1/24/2025,,USER14391,USD,468.74,,2025.0,1.0,1.0,2025-01,3.0,0
ORD1038720,PROD103,Dell Gaming Laptop,Latin America,Brazil,Online,Direct,Social,1/17/2024,12/23/2023,1/23/2024,1/27/2024,,USER37830,USD,1547.78,,2024.0,1.0,1.0,2024-01,4.0,0
ORD1038721,PROD104,Logitech Gaming Headset,Europe,Italy,Mobile App,Walmart,Social,5/7/2023,4/14/2023,5/8/2023,5/12/2023,,USER02698,USD,76.79,,2023.0,5.0,2.0,2023-05,4.0,0
ORD1038722,PROD100,PlayStation 5,Latin America,Argentina,Online,eBay,Email,11/19/2020,11/4/2020,11/21/2020,11/27/2020,12/15/2020,USER36098,USD,1154.16,,2020.0,11.0,4.0,2020-11,6.0,1
ORD1038723,PROD101,Nintendo Switch,Europe,United Kingdom,Online,Direct,Email,10/23/2019,10/11/2019,10/27/2019,10/30/2019,,USER21563,USD,262.02,,2019.0,10.0,4.0,2019-10,3.0,0
ORD1038724,PROD106,External Storage 1TB,Latin America,Argentina,In-Store,Direct,Email,2/13/2020,1/25/2020,2/15/2020,2/18/2020,,USER26248,USD,109.19,,2020.0,2.0,1.0,2020-02,3.0,0
ORD1038725,PROD101,Nintendo Switch,Europe,Germany,Partner,Shopify,Unknown,12/4/2020,11/9/2020,,12/8/2020,,USER24332,USD,717.38,,2020.0,12.0,4.0,2020-12,,0
ORD1038726,PROD107,27in 4K Gaming Monitor,Latin America,Chile,Mobile App,eBay,Email,1/29/2025,1/12/2025,1/31/2025,2/4/2025,,USER22969,USD,496.56,,2025.0,1.0,1.0,2025-01,4.0,0
ORD1038727,PROD104,Logitech Gaming Headset,Latin America,Argentina,In-Store,Amazon,Email,11/23/2019,11/19/2019,11/29/2019,12/1/2019,,USER08585,USD,146.99,,2019.0,11.0,4.0,2019-11,2.0,0
ORD1038728,PROD100,PlayStation 5,Unknown,Mexico,Partner,Direct,Email,,11/23/2020,12/23/2020,12/25/2020,,USER37181,USD,1181.33,,,,,NaT,2.0,0
ORD1038729,PROD106,External Storage 1TB,Europe,France,Online,eBay,Email,2/8/2021,1/16/2021,2/12/2021,2/14/2021,,USER22807,USD,145.26,,2021.0,2.0,1.0,2021-02,2.0,0
ORD1038730,PROD106,External Storage 1TB,Europe,Germany,Partner,eBay,Social,7/10/2020,6/15/2020,7/11/2020,7/16/2020,,USER35547,USD,106.91,,2020.0,7.0,3.0,2020-07,5.0,0
ORD1038731,PROD105,Dell Gaming Mouse,Middle East,Saudi Arabia,Online,Shopify,Email,3/3/2023,2/6/2023,3/10/2023,3/14/2023,,USER25060,USD,64.82,,2023.0,3.0,1.0,2023-03,4.0,0
ORD1038732,PROD105,Dell Gaming Mouse,Europe,United Kingdom,Partner,Walmart,Email,12/11/2022,11/13/2022,12/18/2022,12/24/2022,,USER34024,USD,108.05,,2022.0,12.0,4.0,2022-12,6.0,0
ORD1038733,PROD107,27in 4K Gaming Monitor,North America,Mexico,In-Store,Direct,Email,8/28/2022,,9/2/2022,9/5/2022,,USER07420,USD,683.45,,2022.0,8.0,3.0,2022-08,3.0,0
ORD1038734,PROD107,27in 4K Gaming Monitor,Asia Pacific,South Korea,In-Store,Shopify,Social,3/5/2020,2/20/2020,3/11/2020,3/15/2020,,USER49203,USD,508.07,,2020.0,3.0,1.0,2020-03,4.0,0
ORD1038735,PROD104,Logitech Gaming Headset,Middle East,Israel,Online,Walmart,Email,2/2/2022,1/26/2022,2/6/2022,2/12/2022,,USER42683,USD,111.39,,2022.0,2.0,1.0,2022-02,6.0,0
ORD1038736,PROD104,Logitech Gaming Headset,Middle East,Saudi Arabia,Mobile App,Amazon,Email,7/27/2021,7/7/2021,8/3/2021,8/9/2021,,USER40888,USD,91.96,,2021.0,7.0,3.0,2021-07,6.0,0
ORD1038737,PROD106,External Storage 1TB,Middle East,Saudi Arabia,Online,Amazon,Email,6/17/2022,5/19/2022,6/23/2022,6/25/2022,,USER36595,USD,89.69,,2022.0,6.0,2.0,2022-06,2.0,0
ORD1038738,PROD100,PlayStation 5,North America,United States,Partner,Shopify,Social,3/3/2019,2/15/2019,3/9/2019,3/11/2019,,USER10562,USD,435.93,,2019.0,3.0,1.0,2019-03,2.0,0
ORD1038739,PROD102,Microsoft Xbox Series X,Europe,United Kingdom,Online,Direct,Email,8/18/2022,8/16/2022,8/25/2022,8/31/2022,,USER15748,USD,843.11,,2022.0,8.0,3.0,2022-08,6.0,0
ORD1038740,PROD103,Dell Gaming Laptop,Europe,United Kingdom,Online,Direct,Email,10/29/2021,10/17/2021,11/1/2021,11/6/2021,,USER29524,USD,2054.62,,2021.0,10.0,4.0,2021-10,5.0,0
ORD1038741,PROD105,Dell Gaming Mouse,Europe,Italy,Partner,Shopify,Unknown,3/17/2023,3/17/2023,3/23/2023,3/27/2023,,USER14794,USD,47.9,,2023.0,3.0,1.0,2023-03,4.0,0
ORD1038742,PROD101,Nintendo Switch,Middle East,Israel,Mobile App,eBay,Email,8/19/2024,7/21/2024,8/26/2024,9/1/2024,,USER24992,USD,486.93,,2024.0,8.0,3.0,2024-08,6.0,0
ORD1038743,PROD103,Dell Gaming Laptop,Europe,Italy,Mobile App,Amazon,Social,1/10/2024,12/22/2023,1/15/2024,1/19/2024,,USER03918,USD,1430.93,,2024.0,1.0,1.0,2024-01,4.0,0
ORD1038744,PROD102,Microsoft Xbox Series X,Latin America,Chile,Online,eBay,Email,7/3/2024,6/16/2024,7/8/2024,7/11/2024,,USER43273,USD,532.22,,2024.0,7.0,3.0,2024-07,3.0,0
ORD1038746,PROD104,Logitech Gaming Headset,Middle East,Saudi Arabia,In-Store,Amazon,Email,5/26/2020,5/16/2020,5/29/2020,6/1/2020,,USER05441,USD,113.59,,2020.0,5.0,2.0,2020-05,3.0,0
ORD1038747,71750863,Logitech Gaming Headset,Latin America,Chile,Mobile App,eBay,Email,5/18/2022,5/6/2022,5/24/2022,5/30/2022,,USER09429,USD,97.57,,2022.0,5.0,2.0,2022-05,6.0,0
ORD1038748,PROD101,Nintendo Switch,Middle East,Saudi Arabia,Partner,Direct,Social,12/17/2022,11/22/2022,12/20/2022,12/25/2022,,USER40868,USD,751.08,,2022.0,12.0,4.0,2022-12,5.0,0
ORD1038749,PROD104,Logitech Gaming Headset,Middle East,Israel,Online,eBay,Unknown,1/19/2020,12/25/2019,1/23/2020,1/29/2020,,USER37406,USD,121.79,,2020.0,1.0,1.0,2020-01,6.0,0
ORD1038750,PROD104,Logitech Gaming Headset,Middle East,Saudi Arabia,Online,Amazon,Email,6/15/2023,6/3/2023,6/19/2023,6/24/2023,,USER29756,USD,104.43,,2023.0,6.0,2.0,2023-06,5.0,0
ORD1038751,PROD100,PlayStation 5,North America,Canada,Mobile App,Direct,Unknown,5/15/2020,4/23/2020,5/16/2020,5/19/2020,,912944243,USD,727.21,,2020.0,5.0,2.0,2020-05,3.0,0
ORD1038752,PROD101,Nintendo Switch,Latin America,Brazil,Mobile App,eBay,Social,8/7/2019,7/16/2019,8/14/2019,8/16/2019,,USER35701,USD,369.72,,2019.0,8.0,3.0,2019-08,2.0,0
ORD1038753,PROD103,Dell Gaming Laptop,Latin America,Argentina,In-Store,eBay,Email,10/28/2021,10/25/2021,11/2/2021,11/5/2021,,USER13433,USD,1887.91,,2021.0,10.0,4.0,2021-10,3.0,0
ORD1038754,PROD101,Nintendo Switch,Latin America,Brazil,Online,Direct,Unknown,6/21/2023,6/13/2023,6/28/2023,7/3/2023,,USER01254,USD,291.61,,2023.0,6.0,2.0,2023-06,5.0,0
ORD1038755,PROD101,Nintendo Switch,Latin America,Argentina,Online,Amazon,Email,3/10/2020,3/9/2020,3/17/2020,3/21/2020,,USER42655,USD,400.69,,2020.0,3.0,1.0,2020-03,4.0,0
ORD1038756,PROD105,Dell Gaming Mouse,North America,United States,Online,Amazon,Social,4/12/2020,3/17/2020,4/16/2020,4/22/2020,,USER27896,USD,78.77,,2020.0,4.0,2.0,2020-04,6.0,0
ORD1038757,PROD106,External Storage 1TB,Asia Pacific,Australia,In-Store,Amazon,Unknown,1/14/2021,1/6/2021,1/18/2021,1/23/2021,,USER42820,USD,151.63,,2021.0,1.0,1.0,2021-01,5.0,0
ORD1038758,PROD106,External Storage 1TB,Europe,Spain,In-Store,Direct,Unknown,6/1/2019,5/31/2019,6/6/2019,6/9/2019,,USER49611,USD,73.17,,2019.0,6.0,2.0,2019-06,3.0,0
ORD1038759,PROD103,Dell Gaming Laptop,Asia Pacific,Australia,Partner,Direct,Email,10/22/2019,10/7/2019,10/24/2019,10/27/2019,,USER44724,USD,1210.7,,2019.0,10.0,4.0,2019-10,3.0,0
ORD1038760,PROD107,27in 4K Gaming Monitor,Europe,France,Mobile App,Walmart,Email,7/21/2024,7/8/2024,7/25/2024,7/28/2024,,USER22356,USD,396.86,,2024.0,7.0,3.0,2024-07,3.0,0
ORD1038761,PROD101,Nintendo Switch,North America,United States,In-Store,Walmart,Email,10/18/2024,10/6/2024,10/21/2024,10/24/2024,10/30/2024,USER39387,USD,387.65,,2024.0,10.0,4.0,2024-10,3.0,1
ORD1038762,PROD103,Dell Gaming Laptop,Latin America,Brazil,Partner,Direct,Unknown,11/2/2024,10/26/2024,11/8/2024,11/10/2024,,USER29030,USD,2539.76,,2024.0,11.0,4.0,2024-11,2.0,0
ORD1038763,PROD104,Logitech Gaming Headset,Asia Pacific,South Korea,Online,Amazon,Email,12/15/2021,11/21/2021,12/22/2021,12/26/2021,,USER01791,USD,206.05,,2021.0,12.0,4.0,2021-12,4.0,0
ORD1038764,PROD107,27in 4K Gaming Monitor,Latin America,Chile,Partner,eBay,Email,9/13/2024,8/29/2024,9/15/2024,9/17/2024,,USER41994,USD,629.09,,2024.0,9.0,3.0,2024-09,2.0,0
ORD1038765,PROD100,PlayStation 5,North America,Canada,Online,Amazon,Email,6/4/2023,5/26/2023,6/7/2023,6/11/2023,,USER40428,USD,425.32,,2023.0,6.0,2.0,2023-06,4.0,0
ORD1038766,PROD106,External Storage 1TB,Asia Pacific,Singapore,Mobile App,Amazon,Email,12/8/2024,11/19/2024,12/10/2024,12/14/2024,,USER28656,USD,180.62,,2024.0,12.0,4.0,2024-12,4.0,0
ORD1038767,PROD107,27in 4K Gaming Monitor,Asia Pacific,Singapore,In-Store,Walmart,Social,3/16/2024,2/28/2024,3/19/2024,3/24/2024,,USER47650,USD,520.12,,2024.0,3.0,1.0,2024-03,5.0,0
ORD1038768,PROD102,Microsoft Xbox Series X,North America,Mexico,In-Store,Shopify,Email,12/8/2020,11/17/2020,12/9/2020,12/14/2020,,USER11671,USD,1293.91,,2020.0,12.0,4.0,2020-12,5.0,0
ORD1038769,PROD107,27in 4K Gaming Monitor,Asia Pacific,Singapore,Partner,Amazon,Social,11/28/2021,11/15/2021,12/4/2021,12/7/2021,,USER41302,USD,1230.82,,2021.0,11.0,4.0,2021-11,3.0,0
ORD1038770,PROD102,Microsoft Xbox Series X,Latin America,Chile,Mobile App,Direct,Social,7/25/2021,7/5/2021,7/26/2021,8/1/2021,,USER13683,USD,677.12,,2021.0,7.0,3.0,2021-07,6.0,0
ORD1038771,PROD102,Microsoft Xbox Series X,Asia Pacific,Japan,Online,Shopify,Email,,5/29/2022,6/16/2022,6/22/2022,,USER47472,USD,580.94,,,,,NaT,6.0,0
ORD1038772,PROD101,Nintendo Switch,Middle East,Saudi Arabia,Mobile App,eBay,Social,1/30/2023,1/3/2023,2/5/2023,2/8/2023,,USER21340,USD,368.44,,2023.0,1.0,1.0,2023-01,3.0,0
ORD1038773,PROD106,External Storage 1TB,Middle East,Israel,Partner,Walmart,Email,1/11/2019,12/31/2018,1/12/2019,1/17/2019,,USER08878,USD,94.22,,2019.0,1.0,1.0,2019-01,5.0,0
ORD1038774,PROD107,27in 4K Gaming Monitor,North America,Mexico,Partner,Direct,Email,6/1/2020,,6/7/2020,6/12/2020,,USER37966,USD,467.49,,2020.0,6.0,2.0,2020-06,5.0,0
ORD1038775,PROD100,PlayStation 5,Asia Pacific,Japan,Partner,eBay,Email,9/4/2021,9/1/2021,9/7/2021,9/10/2021,,USER39793,USD,947.33,,2021.0,9.0,3.0,2021-09,3.0,0
ORD1038776,PROD106,External Storage 1TB,North America,Canada,In-Store,Shopify,Email,8/19/2020,7/28/2020,8/25/2020,8/30/2020,,USER24761,USD,165.71,,2020.0,8.0,3.0,2020-08,5.0,0
ORD1038778,PROD106,External Storage 1TB,North America,Mexico,Mobile App,Shopify,Unknown,11/18/2019,10/30/2019,11/20/2019,11/26/2019,,USER26703,USD,166.27,,2019.0,11.0,4.0,2019-11,6.0,0
ORD1038779,PROD100,PlayStation 5,Europe,Germany,Online,Shopify,Email,4/12/2020,3/20/2020,4/19/2020,4/23/2020,,USER06510,USD,753.18,,2020.0,4.0,2.0,2020-04,4.0,0
ORD1038780,PROD100,PlayStation 5,Europe,Germany,Online,Walmart,Email,,8/14/2019,9/7/2019,9/12/2019,,USER11728,USD,646.54,,,,,NaT,5.0,0
ORD1038781,PROD100,PlayStation 5,North America,United States,Online,Shopify,Social,9/22/2022,9/13/2022,9/29/2022,10/2/2022,10/22/2022,USER21077,USD,917.34,,2022.0,9.0,3.0,2022-09,3.0,1
ORD1038782,PROD102,Microsoft Xbox Series X,Middle East,Israel,In-Store,Amazon,Unknown,8/17/2023,8/12/2023,8/22/2023,8/26/2023,,USER30280,USD,717.11,,2023.0,8.0,3.0,2023-08,4.0,0
ORD1038783,PROD107,27in 4K Gaming Monitor,Latin America,Brazil,Online,Walmart,Email,5/21/2022,5/1/2022,5/25/2022,5/27/2022,,USER25283,USD,468.13,,2022.0,5.0,2.0,2022-05,2.0,0
ORD1038784,PROD100,PlayStation 5,Latin America,Brazil,Mobile App,Direct,Unknown,2/4/2023,1/29/2023,2/11/2023,2/16/2023,,USER14232,USD,521.14,,2023.0,2.0,1.0,2023-02,5.0,0
ORD1038785,PROD107,27in 4K Gaming Monitor,Middle East,Saudi Arabia,Partner,eBay,Email,3/17/2024,2/22/2024,3/23/2024,3/28/2024,4/6/2024,USER47047,USD,477.86,,2024.0,3.0,1.0,2024-03,5.0,1
ORD1038786,90915458,Dell Gaming Laptop,Middle East,UAE,Online,Amazon,Social,7/8/2022,6/18/2022,7/11/2022,7/14/2022,,USER18148,USD,1495.18,,2022.0,7.0,3.0,2022-07,3.0,0
ORD1038787,PROD107,27in 4K Gaming Monitor,Asia Pacific,South Korea,Partner,Shopify,Unknown,11/26/2020,11/2/2020,12/2/2020,12/8/2020,,USER24109,USD,1055.52,,2020.0,11.0,4.0,2020-11,6.0,0
