Order_id,ProductID_clean,User_id,MarketingChannel,Purchase Platform,Product_Name,Region,AccountCreationMethod,CountryCode,Currency_extracted,Price_USD,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
ORD00094288,PROD8925,USER0000131,Direct,Desktop,Fashion - Dress,Europe,Google OAuth,DE,EUR,63.77962082,8/17/2025,6/3/2025,8/20/2025,8/26/2025,,3
ORD00017034,PROD4638,USER0000002,Display Ads,Mobile Web,Food - Tea Set,Asia Pacific,Google OAuth,JP,JPY,43.04741778,6/8/2019,5/20/2019,6/10/2019,6/18/2019,,2
ORD00085586,PROD2036,USER0000003,Paid Search,Desktop,Toys - Board Game,North America,Email,CA,CAD,90.23465942,7/3/2023,6/19/2023,7/4/2023,7/7/2023,,1
ORD00010033,PROD8471,USER0000004,Facebook,Mobile Web,Toys - Puzzle,Europe,Facebook OAuth,FR,EUR,57.90284357,3/31/2019,3/19/2019,,,,
ORD00012154,PROD7833,USER0000004,Organic Search,Mobile App,Food - Snack Mix,Europe,Email,IT,EUR,32.31042652,4/21/2019,3/17/2019,,,,
ORD00084948,PROD8344,USER0000002,Display Ads,Mobile Web,Home - Towel Set,Asia Pacific,Google OAuth,AU,AUD,38.06858399,5/27/2023,1/17/2023,5/28/2023,6/5/2023,,1
ORD00000143,PROD4923,USER0000002,Display Ads,Mobile App,Electronics - Keyboard,Europe,Google OAuth,ES,EUR,269.0284359,1/2/2019,1/1/2019,,,6/15/2025,
ORD00071682,PROD5322,USER0000005,Paid Search,Mobile App,Sports - Yoga Mat,Europe,Email,FR,EUR,118.0094786,12/8/2021,11/21/2021,12/9/2021,12/14/2021,,1
ORD00049143,PROD6527,USER0000200,Email Marketing,Desktop,Sports - Water Bottle,North America,Apple ID,CA,CAD,88.77583277,7/30/2020,5/3/2020,8/7/2020,8/11/2020,,8
ORD00032754,PROD7071,USER0000002,Instagram,Desktop,Home - Rug,North America,Facebook OAuth,US,USD,82.62,12/4/2019,11/29/2019,12/5/2019,12/7/2019,,1
ORD00028481,PROD9875,USER0000021,Organic Search,Desktop,Beauty - Perfume,Asia Pacific,Email,AU,AUD,45.23168438,10/13/2019,9/16/2019,10/20/2019,10/26/2019,,7
ORD00089128,PROD8937,USER0000005,Email Marketing,Mobile Web,Fashion - Jacket,Europe,Google OAuth,DE,EUR,58.67298575,2/21/2024,12/16/2023,2/24/2024,2/28/2024,,3
ORD00029055,PROD8528,USER0000002,Direct,Desktop,Fashion - Hoodie,Asia Pacific,Apple ID,AU,AUD,,10/19/2019,7/17/2019,10/20/2019,10/27/2019,,1
ORD00046227,PROD2448,USER0000002,Display Ads,Desktop,Home - Rug,Asia Pacific,Google OAuth,JP,JPY,73.1885057,6/12/2020,3/29/2020,6/13/2020,6/20/2020,6/25/2020,1
ORD00003057,PROD4401,USER0000002,Email Marketing,Desktop,Sports - Yoga Mat,Europe,Email,GB,GBP,144.1782267,1/27/2019,1/1/2019,2/5/2019,2/10/2019,,9
ORD00016696,PROD2000,USER0000064,Paid Search,Desktop,Beauty - Body Lotion,Africa,Facebook OAuth,KE,KES,39.24839296,6/5/2019,2/27/2019,6/7/2019,6/12/2019,,2
ORD00006873,PROD6690,USER0000002,Organic Search,Mobile Web,Beauty - Perfume,Asia Pacific,Email,SG,SGD,23.30572339,3/2/2019,1/1/2019,3/9/2019,3/14/2019,,7
ORD00026510,PROD3171,USER0000047,Email Marketing,Mobile Web,Electronics - Smart Watch,Europe,Facebook OAuth,GB,GBP,174.9176266,9/19/2019,8/23/2019,9/21/2019,9/28/2019,,2
ORD00066510,PROD9340,USER0000002,Direct,Mobile Web,Home - Lamp,North America,Email,CA,CAD,60.97015699,7/18/2021,7/9/2021,7/22/2021,7/24/2021,,4
ORD00057507,PROD8384,USER0000003,Organic Search,Mobile Web,Electronics - Smart Watch,North America,Email,US,USD,230.85,12/29/2020,12/20/2020,,,,
ORD00041094,PROD7411,USER0000009,Direct,Desktop,Electronics - Mouse,Asia Pacific,Email,AU,AUD,107.7582531,3/26/2020,1/10/2020,3/29/2020,4/5/2020,,3
ORD00043093,PROD6929,USER0000003,Direct,Desktop,Electronics - Portable Charger,Europe,Unknown,GB,GBP,124.8559307,4/24/2020,4/24/2020,4/26/2020,5/3/2020,,2
ORD00042901,PROD6156,USER0000047,Facebook,Desktop,Sports - Gym Bag,Europe,Email,GB,GBP,85.42488742,4/21/2020,4/18/2020,4/24/2020,4/29/2020,,3
ORD00008237,PROD6902,USER0000002,Affiliate,Desktop,Fashion - Sunglasses,Europe,Email,GB,GBP,42.29209903,3/15/2019,2/15/2019,,,,
ORD00082373,PROD1764,USER0000002,Organic Search,Desktop,Books - Sci-Fi Novel,Europe,Facebook OAuth,DE,EUR,21.4691943,1/12/2023,1/11/2023,1/13/2023,1/17/2023,,1
ORD00074630,PROD6456,USER0000003,Direct,Mobile App,Home - Picture Frame,North America,Unknown,US,USD,64.32,3/13/2022,3/13/2022,3/16/2022,3/19/2022,,3
ORD00052852,PROD3296,USER0000002,Organic Search,Mobile App,Electronics - Wireless Earbuds,North America,Email,US,USD,140,10/2/2020,10/2/2020,10/5/2020,10/7/2020,,3
ORD00055079,PROD5384,USER0000002,Paid Search,Mobile App,Electronics - Wireless Earbuds,North America,Email,US,USD,247.67,11/12/2020,9/24/2020,11/15/2020,11/18/2020,,3
ORD00008009,PROD2570,USER0000090,Direct,Desktop,Electronics - Laptop Stand,Asia Pacific,Google OAuth,SG,SGD,190.2152483,3/12/2019,1/17/2019,3/17/2019,3/27/2019,,5
ORD00049686,PROD9150,USER0000002,Direct,Mobile Web,Electronics - Portable Charger,Europe,Email,FR,EUR,100.2962085,8/9/2020,7/16/2020,12/8/2020,8/18/2020,,3
ORD00067956,PROD3680,USER0000006,Paid Search,Desktop,Fashion - T-Shirt,Asia Pacific,Facebook OAuth,AU,AUD,48.47668931,8/24/2021,6/14/2021,,,,
ORD00052088,PROD2797,USER0000002,Organic Search,Mobile Web,Beauty - Perfume,North America,Email,US,USD,37.49,9/18/2020,9/9/2020,9/19/2020,9/22/2020,10/22/2020,1
ORD00002845,PROD4366,USER0000012,Direct,Mobile Web,Home - Curtains,North America,Google OAuth,US,USD,101.03,1/25/2019,1/6/2019,1/28/2019,1/31/2019,2/1/2019,3
ORD00043772,PROD2942,USER0000003,Facebook,Mobile App,Home - Coffee Maker,South America,Email,BR,BRL,45.81833529,5/5/2020,2/29/2020,,,,
ORD00065675,PROD6984,USER0000054,Display Ads,Mobile Web,Food - Snack Mix,South America,Email,MX,MXN,46.77111665,6/28/2021,3/23/2021,6/30/2021,7/9/2021,,2
ORD00089835,PROD1076,USER0000003,Paid Search,Desktop,Beauty - Nail Polish,North America,Facebook OAuth,US,USD,38.73,4/16/2024,1/12/2024,4/19/2024,4/21/2024,,3
ORD00019923,PROD3620,USER0000003,Direct,Desktop,Sports - Gym Bag,North America,Google OAuth,US,USD,110.23,7/9/2019,7/4/2019,7/10/2019,7/15/2019,,1
ORD00083644,PROD9766,USER0000007,Social Media - TikTok,Mobile Web,Electronics - Keyboard,Europe,Unknown,DE,EUR,83.41232224,3/16/2023,3/16/2023,3/21/2023,3/25/2023,,5
ORD00012315,PROD3571,USER0000058,Facebook,Mobile Web,Fashion - Dress,Asia Pacific,Email,AU,AUD,129.2333839,4/22/2019,1/17/2019,4/23/2019,4/27/2019,,1
ORD00084281,PROD7707,USER0000002,Affiliate,Desktop,Fashion - Sneakers,Asia Pacific,Google OAuth,JP,JPY,86.60989955,4/20/2023,4/6/2023,4/24/2023,4/29/2023,,4
ORD00076888,PROD7560,USER0000003,Organic Search,Mobile Web,Electronics - HDMI Cable,North America,Google OAuth,US,USD,149.41,5/31/2022,4/26/2022,6/1/2022,6/3/2022,6/8/2022,1
ORD00025160,PROD7082,USER0000002,Paid Search,Desktop,Sports - Running Shoes,North America,Google OAuth,US,USD,101.23,9/4/2019,6/9/2019,9/5/2019,9/9/2019,9/10/2019,1
ORD00000629,PROD2419,USER0000002,Organic Search,Mobile App,Beauty - Nail Polish,Asia Pacific,Google OAuth,IN,INR,17.23322504,1/6/2019,1/1/2019,1/11/2019,1/16/2019,,5
ORD00032739,PROD8355,USER0000347,Direct,Mobile Web,Fashion - Sunglasses,North America,Email,CA,CAD,42.09338,12/3/2019,9/18/2019,12/4/2019,12/7/2019,,1
ORD00002288,PROD9882,USER0000029,Organic Search,Desktop,Beauty - Shampoo,Asia Pacific,Email,IN,INR,42.57037796,1/20/2019,1/1/2019,1/24/2019,2/1/2019,,4
ORD00014728,PROD9728,USER0000012,Organic Search,Desktop,Electronics - Keyboard,North America,Apple ID,US,USD,145.96,5/16/2019,4/15/2019,5/18/2019,5/21/2019,,2
ORD00068093,PROD7228,USER0000002,Paid Search,Desktop,Electronics - USB Cable,South America,Unknown,BR,BRL,135.8964549,8/28/2021,8/28/2021,8/29/2021,9/10/2021,,1
ORD00054315,PROD5434,USER0000002,Facebook,Mobile Web,Fashion - Scarf,North America,Google OAuth,US,USD,76.01,10/29/2020,10/9/2020,,,,
ORD00077239,PROD1552,USER0000002,Facebook,Desktop,Electronics - USB Cable,North America,Facebook OAuth,US,USD,105.17,6/13/2022,5/5/2022,6/15/2022,6/18/2022,,2
ORD00045196,PROD7990,USER0000004,Affiliate,Desktop,Beauty - Nail Polish,Europe,Google OAuth,IT,EUR,62.85545021,5/27/2020,1/20/2020,5/31/2020,6/5/2020,,4
ORD00041441,PROD2023,USER0000003,Direct,Desktop,Beauty - Perfume,Europe,Email,NL,EUR,34.36018956,3/31/2020,1/19/2020,4/2/2020,4/5/2020,,2
ORD00000363,PROD2771,USER0000006,Organic Search,Mobile App,Beauty - Face Mask,North America,Facebook OAuth,US,USD,18.17,1/4/2019,1/1/2019,1/5/2019,1/12/2019,,1
ORD00000673,PROD5438,USER0000005,Organic Search,Desktop,Food - Tea Set,North America,Email,US,USD,25.6,1/6/2019,1/1/2019,,,,
ORD00099295,PROD8755,USER0000006,Organic Search,Desktop,Sports - Water Bottle,Europe,Facebook OAuth,NL,EUR,195.9360189,12/31/2025,10/5/2025,1/2/2026,1/6/2026,,2
ORD00066492,PROD3699,USER0000002,Organic Search,Desktop,Fashion - Dress,North America,Apple ID,US,USD,87.4,7/17/2021,5/19/2021,7/21/2021,7/24/2021,7/27/2021,4
ORD00005961,Unknown,USER0000060,Organic Search,Mobile App,Books - Self-Help Book,Asia Pacific,Facebook OAuth,AU,AUD,14.11364588,2/22/2019,1/1/2019,2/26/2019,3/8/2019,,4
ORD00003538,PROD6236,USER0000011,Direct,Desktop,Toys - Doll,North America,Google OAuth,US,USD,44.8,2/1/2019,1/1/2019,,,,
ORD00086704,PROD2875,USER0000002,Affiliate,Desktop,Fashion - Dress,Europe,Unknown,IT,EUR,59.4905213,9/7/2023,9/7/2023,9/9/2023,9/12/2023,,2
ORD00076143,PROD5394,USER0000002,Affiliate,Mobile Web,Food - Coffee Beans,Europe,Google OAuth,GB,GBP,34.10215744,5/3/2022,2/19/2022,5/5/2022,5/10/2022,,2
ORD00023506,PROD3183,USER0000071,Instagram,Mobile Web,  Beauty - Face Mask  ,Asia Pacific,Facebook OAuth,IN,INR,38.07356847,8/16/2019,6/1/2019,8/24/2019,8/29/2019,,8
ORD00016616,PROD6651,USER0000002,Direct,Desktop,Sports - Resistance Bands,Asia Pacific,Phone,AU,AUD,110.6773405,6/4/2019,5/26/2019,6/8/2019,6/12/2019,,4
ORD00079761,PROD6412,USER0000003,Organic Search,Desktop,Electronics - Keyboard,North America,Google OAuth,US,USD,188.3,9/19/2022,4/7/2022,9/21/2022,9/27/2022,,2
ORD00076033,PROD5436,USER0000263,Direct,Mobile Web,Toys - LEGO Set,North America,Email,CA,CAD,38.50129428,4/29/2022,2/15/2022,4/30/2022,5/6/2022,,1
ORD00022190,PROD7939,USER0000009,Direct,Mobile Web,Books - Cookbook,North America,Email,US,USD,24.92,8/2/2019,1/1/2019,8/3/2019,8/9/2019,,1
ORD00086852,PROD4394,USER0000004,Paid Search,Mobile Web,Fashion - Backpack,North America,Email,CA,CAD,89.45759598,9/16/2023,6/23/2023,9/17/2023,9/19/2023,,1
ORD00097033,PROD1734,USER0000002,Instagram,Mobile App,Electronics - Portable Charger,North America,Email,US,USD,73.4,12/31/2025,12/28/2025,1/2/2026,1/4/2026,,2
ORD00082368,PROD9028,USER0000004,Facebook,Mobile App,Beauty - Face Moisturizer,North America,Email,US,USD,74.8,1/12/2023,1/8/2023,1/13/2023,1/18/2023,,1
ORD00012761,PROD7388,USER0000002,Email Marketing,Mobile Web,Fashion - Hat,Asia Pacific,Facebook OAuth,JP,JPY,49.38355235,4/26/2019,3/23/2019,4/27/2019,5/3/2019,,1
ORD00055522,PROD4744,USER0000015,Paid Search,Mobile App,Electronics - Wireless Earbuds,Europe,Apple ID,DE,EUR,190.1895734,11/20/2020,2/12/2020,11/21/2020,11/26/2020,,1
ORD00051711,PROD9327,USER0000005,Direct,Mobile App,Electronics - HDMI Cable,North America,Email,US,USD,142.9,9/12/2020,9/11/2020,9/15/2020,9/18/2020,,3
ORD00092817,PROD5727,USER0000117,Email Marketing,Desktop,Beauty - Nail Polish,North America,Facebook OAuth,US,USD,29.78,2/8/2025,12/30/2024,2/12/2025,2/14/2025,,4
ORD00025115,PROD1408,USER0000008,Organic Search,Desktop,Home - Candle,North America,Email,US,USD,137.77,9/3/2019,6/16/2019,9/6/2019,9/10/2019,,3
ORD00017437,PROD2596,USER0000005,Organic Search,Desktop,Fashion - Hat,Europe,Google OAuth,FR,EUR,63.62559239,6/12/2019,4/21/2019,6/13/2019,6/21/2019,7/12/2019,1
ORD00033937,PROD9041,USER0000005,Organic Search,Mobile Web,Electronics - Portable Charger,Asia Pacific,Email,JP,JPY,111.3476403,12/18/2019,10/20/2019,12/19/2019,12/27/2019,,1
ORD00091197,PROD7887,USER0000131,Email Marketing,Mobile Web,Home - Bed Sheets,North America,Google OAuth,US,USD,102.14,8/16/2024,6/7/2024,8/17/2024,8/20/2024,,1
ORD00042512,PROD7814,USER0000002,Direct,Desktop,Sports - Dumbbells,North America,Email,US,USD,59.42,4/16/2020,2/6/2020,4/19/2020,4/21/2020,,3
ORD00052856,PROD1672,USER0000003,Facebook,Desktop,Electronics - HDMI Cable,Asia Pacific,Google OAuth,SG,SGD,,10/2/2020,9/29/2020,10/4/2020,10/10/2020,,2
ORD00078504,PROD9097,USER0000002,Organic Search,Mobile Web,  Fashion - Sneakers  ,Europe,Google OAuth,IT,EUR,73.56635068,7/30/2022,3/22/2022,8/4/2022,8/8/2022,,5
ORD00016559,PROD3289,USER0000002,Email Marketing,Mobile Web,Fashion - Socks,Asia Pacific,Email,JP,JPY,67.87539252,6/4/2019,4/20/2019,6/5/2019,6/10/2019,,1
ORD00024448,PROD9656,USER0000076,Direct,Mobile Web,Beauty - Perfume,Africa,Google OAuth,ZA,ZAR,20.74578415,8/27/2019,8/3/2019,8/29/2019,9/6/2019,,2
ORD00019171,PROD2826,USER0000008,Referral,Mobile Web,Toys - Action Figure,Africa,Email,NG,NGN,55.42179837,6/30/2019,4/20/2019,,,,
ORD00064816,PROD6588,USER0018336,Paid Search,Desktop,Beauty - Face Mask,North America,Apple ID,US,USD,45.61,6/8/2021,3/17/2021,6/9/2021,6/11/2021,,1
ORD00078777,PROD2324,USER0000002,Direct,Mobile Web,Beauty - Lipstick,North America,Google OAuth,US,USD,80,8/10/2022,3/17/2022,,,,
ORD00016052,PROD9215,USER0000014,Paid Search,Mobile Web,Electronics - Webcam,Europe,Email,GB,GBP,149.7783026,5/29/2019,5/7/2019,,,,
ORD00070964,PROD8789,USER0000004,Email Marketing,Desktop,Home - Curtains,Europe,Email,GB,GBP,61.88558511,11/16/2021,5/19/2021,11/18/2021,11/22/2021,,2
ORD00086854,PROD9067,USER0000002,Facebook,Desktop,Food - Snack Mix,South America,Unknown,BR,BRL,19.62740305,9/16/2023,9/16/2023,9/19/2023,9/28/2023,,3
ORD00025874,PROD4191,USER0000106,Facebook,Desktop,Sports - Dumbbells,Asia Pacific,Google OAuth,IN,INR,149.2730335,9/12/2019,9/5/2019,,,,
ORD00011573,PROD6303,USER0000002,Organic Search,Desktop,Toys - Action Figure,Asia Pacific,Google OAuth,AU,AUD,58.82102815,4/15/2019,1/1/2019,4/18/2019,4/26/2019,,3
ORD00004176,PROD8978,USER0000002,Facebook,Mobile Web,Food - Snack Mix,Asia Pacific,Google OAuth,SG,SGD,52.66950943,2/6/2019,2/2/2019,2/8/2019,2/13/2019,,2
ORD00007221,PROD2998,USER0000002,Organic Search,Mobile App,Beauty - Lipstick,South America,Email,AR,ARS,16.37774968,3/5/2019,1/3/2019,,,,
ORD00047585,PROD6203,USER0000002,Organic Search,Desktop,Beauty - Eye Shadow Palette,North America,Facebook OAuth,US,USD,80,7/4/2020,3/4/2020,,,6/15/2025,
ORD00070251,PROD1932,USER0000003,Organic Search,Mobile Web,Beauty - Perfume,Europe,Email,DE,EUR,34.38388624,10/26/2021,10/8/2021,10/28/2021,11/2/2021,,2
ORD00098167,PROD6443,USER0000002,Direct,Mobile Web,Fashion - Hoodie,South America,Email,BR,BRL,64.11311981,12/31/2025,9/27/2025,1/7/2026,1/16/2026,,7
ORD00083344,PROD1137,USER0000002,Paid Search,Mobile Web,  Sports - Protein Powder  ,Asia Pacific,Google OAuth,IN,INR,51.53981996,3/1/2023,10/16/2022,3/3/2023,3/9/2023,,2
ORD00049716,PROD4873,USER0000002,Email Marketing,Desktop,Sports - Water Bottle,Asia Pacific,Unknown,JP,JPY,108.0166759,8/10/2020,8/10/2020,8/16/2020,8/23/2020,,6
ORD00010188,PROD1515,USER0000036,Paid Search,Mobile Web,Electronics - Mouse,Europe,Email,GB,GBP,90.00800043,4/2/2019,1/13/2019,4/3/2019,4/10/2019,4/13/2019,1
ORD00046243,PROD6753,USER0000002,Email Marketing,Desktop,Electronics - Bluetooth Speaker,Asia Pacific,Apple ID,AU,AUD,198.3278993,6/12/2020,6/1/2020,,,,
ORD00077088,PROD2965,USER0000008,Direct,Desktop,Home - Rug,North America,Apple ID,CA,CAD,113.1360386,6/6/2022,3/3/2022,6/7/2022,6/12/2022,,1
ORD00003378,PROD7936,USER0000099,Email Marketing,Desktop,Home - Storage Basket,North America,Email,US,USD,77.82,1/30/2019,1/1/2019,2/2/2019,2/6/2019,,3
ORD00040342,PROD8416,USER0000007,Paid Search,Desktop,Home - Throw Pillow,Europe,Unknown,ES,EUR,38.00947865,3/16/2020,3/16/2020,,,,
ORD00013481,PROD1903,USER0000006,Organic Search,Desktop,Beauty - Eye Shadow Palette,South America,Unknown,MX,MXN,10.50916234,5/4/2019,5/4/2019,5/8/2019,5/13/2019,,4
ORD00010139,PROD3138,USER0000002,Email Marketing,Mobile Web,Home - Towel Set,North America,Email,US,USD,59.89,4/1/2019,2/20/2019,4/2/2019,4/7/2019,4/28/2019,1
ORD00071050,PROD6346,USER0000002,Paid Search,Desktop,Electronics - Wireless Earbuds,Asia Pacific,Google OAuth,SG,SGD,110.2250642,11/18/2021,8/31/2021,11/25/2021,11/29/2021,,7
ORD00088682,PROD5789,USER0000046,Paid Search,Mobile Web,Fashion - Backpack,North America,Email,US,USD,50,1/18/2024,1/8/2024,1/23/2024,1/25/2024,,5
ORD00069974,PROD8039,USER0000005,Direct,Mobile Web,Electronics - Smart Watch,Europe,Email,FR,EUR,156.2677724,10/18/2021,9/18/2021,10/19/2021,10/23/2021,,1
ORD00054002,PROD6672,USER0000041,Direct,Desktop,Home - Throw Pillow,Asia Pacific,Email,AU,AUD,109.529544,10/23/2020,9/27/2020,10/25/2020,10/31/2020,,2
ORD00065571,PROD5733,USER0000004,Direct,Desktop,Home - Curtains,South America,Email,AR,ARS,21.54054883,6/26/2021,2/24/2021,6/27/2021,7/3/2021,,1
ORD00076954,PROD9805,USER0000092,Paid Search,Desktop,Fashion - Jeans,North America,Apple ID,US,USD,50.51,6/2/2022,3/21/2022,6/3/2022,6/5/2022,,1
ORD00015369,PROD9401,USER0000011,Other,Desktop,Electronics - Keyboard,South America,Google OAuth,BR,BRL,229.1452875,5/22/2019,2/28/2019,,,,
ORD00076462,PROD8106,USER0000002,Facebook,Desktop,Fashion - Belt,North America,Email,US,USD,72.7,5/14/2022,3/30/2022,5/17/2022,5/22/2022,,3
ORD00019834,PROD2385,USER0000011,Instagram,Desktop,Food - Snack Mix,North America,Unknown,US,USD,18.88,7/7/2019,7/7/2019,7/8/2019,7/12/2019,,1
ORD00061291,PROD9539,USER0000004,Affiliate,Mobile App,Home - Picture Frame,Asia Pacific,Email,AU,AUD,78.22729123,3/19/2021,2/2/2021,3/24/2021,3/29/2021,,5
ORD00034062,PROD2518,USER0000076,SMS Marketing,Desktop,Fashion - Sunglasses,Europe,Email,FR,EUR,83.18720375,12/20/2019,11/20/2019,12/21/2019,12/26/2019,,1
ORD00094540,PROD3795,USER0000004,Email Marketing,Desktop,Electronics - HDMI Cable,Asia Pacific,Google OAuth,IN,INR,189.8830882,9/25/2025,9/10/2025,9/29/2025,10/4/2025,,4
ORD00015808,PROD5455,USER0000005,Instagram,Desktop,Fashion - Jeans,North America,Apple ID,US,USD,98.75,5/27/2019,2/23/2019,,,,
ORD00047331,PROD4969,USER0000002,Organic Search,Mobile Web,Electronics - Phone Case,North America,Email,CA,CAD,97.57277739,6/30/2020,6/21/2020,,,,
ORD00008842,PROD4467,USER0000018,Display Ads,Desktop,Beauty - Body Lotion,Europe,Email,FR,EUR,30.81753553,3/20/2019,3/10/2019,3/21/2019,3/26/2019,,1
ORD00034994,Unknown,USER0000006,Facebook,Desktop,Fashion - Sunglasses,North America,Facebook OAuth,US,USD,29.6,12/31/2019,12/29/2019,,,,
ORD00018784,PROD3964,USER0000002,Direct,Desktop,Electronics - Webcam,North America,Email,US,USD,235,6/26/2019,2/2/2019,6/29/2019,7/1/2019,,3
ORD00049304,PROD4153,USER0000008,Affiliate,Desktop,Home - Coffee Maker,Asia Pacific,Apple ID,AU,AUD,69.15119667,8/2/2020,5/18/2020,8/4/2020,8/8/2020,,2
ORD00031168,PROD5567,USER0000013,Organic Search,Desktop,Fashion - Backpack,North America,Facebook OAuth,US,USD,91,11/15/2019,11/15/2019,11/18/2019,11/23/2019,,3
ORD00068151,PROD7896,USER0005276,Organic Search,Mobile Web,Fashion - Hoodie,South America,Apple ID,MX,MXN,59.49448643,8/30/2021,7/15/2021,9/4/2021,9/16/2021,,5
ORD00019663,PROD4193,USER0000004,Facebook,Desktop,Electronics - Screen Protector,Europe,Email,NL,EUR,109.0047393,7/5/2019,6/17/2019,7/14/2019,7/19/2019,,9
ORD00016625,PROD6031,USER0000002,Instagram,Mobile Web,Food - Coffee Beans,Asia Pacific,Facebook OAuth,NZ,NZD,40.4052017,6/4/2019,4/16/2019,6/8/2019,6/14/2019,,4
ORD00070213,PROD7702,USER0000016,Paid Search,Desktop,Fashion - Belt,Asia Pacific,Email,AU,AUD,82.99560633,10/25/2021,5/7/2021,10/26/2021,10/30/2021,,1
ORD00032808,PROD9501,USER0000002,Direct,Mobile Web,Beauty - Face Moisturizer,North America,Unknown,US,USD,71,12/4/2019,12/4/2019,,,,
ORD00056245,PROD5101,USER0000004,Organic Search,Mobile App,Beauty - Nail Polish,North America,Google OAuth,US,USD,78.86,12/4/2020,11/15/2020,,,,
ORD00035078,PROD3773,USER0000002,Paid Search,Mobile Web,Fashion - Dress,Europe,Google OAuth,GB,GBP,93.89957863,1/1/2020,12/30/2019,,,,
ORD00076177,PROD1605,USER0000003,Facebook,Desktop,Books - Biography,North America,Facebook OAuth,US,USD,35,5/4/2022,4/17/2022,9/5/2022,5/13/2022,,5
ORD00015903,PROD8364,USER0000002,Social Media - TikTok,Desktop,Home - Towel Set,North America,Email,US,USD,106.22,5/28/2019,3/30/2019,6/1/2019,6/7/2019,,4
ORD00015716,PROD4302,USER0000002,Facebook,Mobile App,Beauty - Nail Polish,South America,Google OAuth,BR,BRL,75.82139897,5/26/2019,2/24/2019,5/29/2019,6/5/2019,6/15/2019,3
ORD00069962,PROD4115,USER0000002,Facebook,Mobile Web,Toys - Board Game,Asia Pacific,Facebook OAuth,IN,INR,34.36245591,10/18/2021,8/27/2021,10/20/2021,10/28/2021,11/2/2021,2
ORD00083810,PROD6138,USER0000008,Organic Search,Mobile Web,Electronics - Laptop Stand,Middle East,Facebook OAuth,AE,AED,151.7728723,3/25/2023,2/22/2023,3/27/2023,4/5/2023,,2
ORD00099187,PROD9332,USER0000007,Instagram,Desktop,Beauty - Shampoo,North America,Email,US,USD,41.55,12/31/2025,9/12/2025,1/3/2026,1/7/2026,,3
ORD00067107,PROD6268,USER0000005,Instagram,Mobile Web,Sports - Dumbbells,Asia Pacific,Google OAuth,NZ,NZD,177.4417928,8/2/2021,7/18/2021,8/5/2021,11/8/2021,,3
ORD00024166,PROD7563,USER0000002,Direct,Desktop,Electronics - Wireless Earbuds,South America,Email,BR,BRL,228.9729662,8/23/2019,6/24/2019,8/25/2019,9/2/2019,,2
ORD00050089,PROD5767,USER0000002,Social Media - TikTok,Mobile Web,Fashion - Scarf,Asia Pacific,Facebook OAuth,AU,AUD,124.2666843,8/16/2020,10/5/2020,8/19/2020,8/26/2020,,3
ORD00043902,PROD4587,USER0000002,Paid Search,Mobile Web,Home - Bed Sheets,Asia Pacific,Email,AU,AUD,161.5417299,7/5/2020,4/20/2020,,,,
ORD00089902,PROD8764,USER0000002,SMS Marketing,Desktop,Sports - Dumbbells,Asia Pacific,Email,JP,JPY,121.8611394,4/21/2024,4/5/2024,4/22/2024,5/2/2024,,1
ORD00037671,PROD5658,USER0000002,Organic Search,Desktop,Home - Candle,Europe,Email,DE,EUR,55.81753552,2/6/2020,11/5/2019,2/8/2020,2/11/2020,,2
ORD00074062,PROD3785,USER0000002,Direct,Desktop,Electronics - Smart Watch,Europe,Google OAuth,ES,EUR,129.9407582,2/20/2022,11/4/2021,2/22/2022,2/28/2022,,2
ORD00050664,PROD3180,USER0000002,Organic Search,Mobile App,Home - Curtains,North America,Phone,US,USD,94.15,8/25/2020,7/29/2020,8/26/2020,8/31/2020,,1
ORD00088498,PROD2456,USER0000002,Organic Search,Mobile Web,Electronics - USB Cable,South America,Google OAuth,BR,BRL,165.6697568,1/5/2024,12/23/2023,1/7/2024,1/19/2024,,2
ORD00041817,PROD4847,USER0000063,Facebook,Mobile Web,Home - Lamp,South America,Email,AR,ARS,37.6816791,4/6/2020,2/29/2020,,,,
ORD00081945,PROD3082,USER0000009,Organic Search,Mobile App,Electronics - Smart Watch,Asia Pacific,Email,IN,INR,107.6689623,12/24/2022,10/14/2022,12/26/2022,1/4/2023,,2
ORD00005406,PROD6901,USER0000003,Organic Search,Desktop,Beauty - Serum,Asia Pacific,Email,SG,SGD,55.82128582,2/17/2019,1/19/2019,,,,
ORD00008504,PROD1245,USER0000007,Organic Search,Mobile App,Sports - Dumbbells,North America,Google OAuth,US,USD,49.54,3/17/2019,2/16/2019,3/18/2019,3/21/2019,,1
ORD00012807,PROD8273,USER0000002,Organic Search,Desktop,Fashion - Scarf,South America,Email,BR,BRL,37.03377523,4/27/2019,3/28/2019,4/28/2019,5/6/2019,5/13/2019,1
ORD00096011,PROD9793,USER0000002,Facebook,Mobile Web,Fashion - Hat,South America,Facebook OAuth,MX,MXN,94.21332915,12/31/2025,9/6/2025,1/1/2026,1/9/2026,,1
ORD00069459,PROD6971,USER0000002,Facebook,Desktop,Beauty - Perfume,Asia Pacific,Email,IN,INR,47.08540299,5/10/2021,5/22/2021,,,,
ORD00084394,PROD6523,USER0000002,Paid Search,Mobile Web,Home - Bed Sheets,North America,Email,US,USD,141,4/26/2023,3/13/2023,4/27/2023,4/30/2023,,1
